0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,vid_id,vid_type
883920.0,186528.0,985536.0,86494.0,162200.0,33953.0,10688.0,4463.0,67765.0,33852.0,36964.0,1011.0,189.0,0.0,245.0,132.0,274.0,410.0,0.0,0.0,0.0,173698.0,132154.0,1516.0,2966.0,6800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,62.0,0.0,0.0,0.0,0.0,5748.0,11464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0,1802.0,0.0,341.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4485.0,1902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0
17033.0,481274.0,785599.0,49689.0,0.0,0.0,169179.0,316165.0,131318.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,114208.0,55402.0,93382.0,247885.0,0.0,168.0,110.0,0.0,0.0,0.0,169278.0,64.0,0.0,322194.0,0.0,0.0,0.0,63.0,0.0,0.0,169401.0,64.0,0.0,296560.0,38255.0,168.0,0.0,0.0,0.0,0.0,169433.0,0.0,0.0,0.0,277433.0,99479.0,0.0,0.0,0.0,0.0,169360.0,64.0,0.0,0.0,0.0,409881.0,104.0,0.0,0.0,0.0,98896.0,70621.0,0.0,0.0,0.0,72448.0,370146.0,0.0,0.0,314.0,169877.0,0.0,0.0,0.0,0.0,0.0,331478.0,52737.0,680.0,6646.0,158707.0,11752.0,0.0,0.0,666.0,0.0,0.0,405634.0,0.0,0.0,41215.0,128884.0,0.0,0.0,0.0,0.0,0.0,150517.0,235057.0,0.0,146288.0,23461.0,0.0,0.0,0.0,0.0,0.0,0.0,310447.0,0.0,169302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351483.0,169286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185317.0,396228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324400.0,339361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169525.0,264255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169700.0,135355.0,151265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169164.0,0.0,289695.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,169480.0,0.0,0.0,313686.0,0.0,0.0,0.0,0.0,0.0,0.0,169478.0,0.0,0.0,91936.0,251381.0,0.0,0.0,0.0,0.0,0.0,169223.0,0.0,0.0,180216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
1260.0,208450.0,589976.0,571355.0,616455.0,706575.0,697667.0,604650.0,575247.0,735821.0,151626.0,0.0,0.0,0.0,104.0,64.0,0.0,592475.0,754464.0,287654.0,0.0,58.0,104.0,0.0,0.0,0.0,16886.0,130848.0,564725.0,559746.0,436465.0,0.0,0.0,0.0,0.0,124.0,0.0,509600.0,710516.0,207408.0,128128.0,54046.0,0.0,0.0,104.0,0.0,29232.0,644123.0,583312.0,135024.0,40368.0,54288.0,304342.0,0.0,0.0,0.0,0.0,416613.0,439086.0,706339.0,124748.0,168.0,0.0,0.0,0.0,0.0,0.0,535049.0,707136.0,269611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485936.0,522000.0,509598.0,238796.0,0.0,0.0,105.0,132.0,0.0,0.0,481339.0,973134.0,355982.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,168860.0,509536.0,498129.0,617699.0,0.0,0.0,0.0,0.0,0.0,0.0,169340.0,0.0,481314.0,83706.0,268784.0,396720.0,397157.0,0.0,0.0,0.0,167931.0,0.0,154695.0,244992.0,478974.0,542944.0,202710.0,0.0,0.0,0.0,166255.0,0.0,0.0,310630.0,686256.0,205204.0,0.0,0.0,0.0,0.0,167151.0,0.0,0.0,337046.0,271311.0,0.0,0.0,0.0,825.0,1428.0,167414.0,0.0,0.0,261.0,440163.0,707328.0,333482.0,0.0,0.0,0.0,167502.0,0.0,411.0,0.0,534592.0,877369.0,203715.0,0.0,0.0,0.0,168031.0,0.0,0.0,0.0,0.0,533264.0,548638.0,494223.0,57767.0,0.0,167715.0,1588.0,721.0,0.0,0.0,158752.0,701632.0,647344.0,111879.0,0.0,168824.0,0.0,0.0,0.0,0.0,0.0,414880.0,195072.0,438050.0,0.0,167992.0,0.0,0.0,0.0,0.0,215823.0,285486.0,535920.0,107842.0,0.0,169361.0,62.0,411.0,0.0,0.0,64096.0,592992.0,520734.0,292384.0,124797.0,0.0,0.0,0.0,0.0,0.0,0.0,120617.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
493.0,6173.0,2682.0,4301.0,64864.0,246019.0,655614.0,525569.0,259376.0,253544.0,116758.0,551782.0,76704.0,1666.0,0.0,0.0,0.0,817.0,727795.0,369759.0,7648.0,467952.0,332688.0,633360.0,685609.0,337044.0,488033.0,481632.0,82128.0,751680.0,540096.0,473496.0,292832.0,14101.0,637260.0,392544.0,109968.0,289536.0,279960.0,393936.0,125280.0,339648.0,406528.0,40284.0,690376.0,472026.0,104463.0,711312.0,187984.0,701568.0,200576.0,35428.0,0.0,112932.0,784263.0,667791.0,192096.0,439938.0,349560.0,672336.0,282780.0,558447.0,343952.0,663544.0,415989.0,603641.0,218741.0,624988.0,164384.0,286752.0,212976.0,839376.0,282704.0,739152.0,542613.0,380640.0,322944.0,140656.0,580689.0,466575.0,144896.0,346608.0,179632.0,432910.0,326474.0,518034.0,197728.0,448224.0,226896.0,196272.0,370526.0,377938.0,243333.0,556961.0,317327.0,412145.0,212188.0,524078.0,262943.0,662324.0,119110.0,631908.0,273245.0,734872.0,197052.0,820121.0,143760.0,728416.0,0.0,605078.0,66408.0,527840.0,171104.0,396100.0,298834.0,539747.0,164753.0,390638.0,321378.0,330077.0,377088.0,348490.0,330095.0,384873.0,365165.0,453838.0,329828.0,511813.0,163969.0,131986.0,553745.0,548621.0,223917.0,577307.0,208653.0,556170.0,225524.0,577011.0,206782.0,735041.0,47508.0,472889.0,336666.0,556349.0,143438.0,594384.0,238010.0,463626.0,315936.0,580520.0,235309.0,426044.0,377596.0,452516.0,375080.0,461998.0,363312.0,480240.0,348000.0,481632.0,331357.0,416271.0,361994.0,488780.0,374615.0,463600.0,377184.0,161147.0,0.0,0.0,153547.0,344006.0,203295.0,398112.0,366150.0,542943.0,373175.0,538816.0,377363.0,535892.0,378818.0,537312.0,379040.0,311901.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334324.0,689748.0,374574.0,516432.0,492881.0,477495.0,456576.0,510864.0,451057.0,528867.0,200519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40551.0,642631.0,637648.0,384367.0,520608.0,501271.0,641824.0,356345.0,143376.0,539081.0,332503.0,0.0,753.0,279.0,66.0,0.0,476652.0,493034.0,508116.0,28.0,0.0
39042.0,30624.0,103075.0,89152.0,19488.0,82128.0,71054.0,109508.0,0.0,19550.0,102597.0,1597.0,0.0,12206.0,339336.0,210503.0,4749.0,274.0,0.0,976.0,0.0,0.0,0.0,965.0,0.0,274.0,66.0,55511.0,42678.0,19546.0,34646.0,27545.0,64241.0,38177.0,107609.0,150405.0,85176.0,138504.0,0.0,62.0,662.0,122.0,756.0,274.0,18363.0,189759.0,25056.0,138230.0,13763.0,0.0,0.0,41741.0,19488.0,33002.0,6960.0,26533.0,19482.0,36257.0,46537.0,36192.0,8191.0,36464.0,9744.0,55031.0,168.0,129827.0,90457.0,19488.0,66518.0,54288.0,44666.0,109912.0,78429.0,43152.0,68334.0,80767.0,50112.0,19488.0,16704.0,286701.0,473004.0,170016.0,225847.0,154623.0,186528.0,477816.0,778187.0,972353.0,706357.0,333318.0,0.0,127.0,1035971.0,123955.0,0.0,66.0,521.0,51074.0,41760.0,166751.0,530352.0,107971.0,373271.0,387724.0,168.0,0.0,0.0,0.0,278623.0,123888.0,152716.0,162864.0,140592.0,357043.0,355152.0,295088.0,66.0,0.0,159962.0,616720.0,82490.0,0.0,0.0,94877.0,847600.0,0.0,0.0,0.0,85922.0,769455.0,1392.0,0.0,0.0,85874.0,356504.0,355512.0,0.0,0.0,85170.0,64.0,76711.0,38976.0,44544.0,0.0,2784.0,12528.0,2784.0,20880.0,37371.0,44544.0,13920.0,0.0,15312.0,0.0,0.0,118022.0,69600.0,116351.0,137559.0,114144.0,25056.0,229880.0,483088.0,480684.0,316048.0,267188.0,347503.0,468963.0,327833.0,0.0,0.0,14326.0,353568.0,464842.0,0.0,66.0,0.0,260542.0,339648.0,172672.0,257520.0,32419.0,114359.0,599840.0,251528.0,0.0,0.0,64.0,815468.0,93166.0,0.0,0.0,0.0,771109.0,107173.0,112.0,0.0,0.0,477807.0,319754.0,0.0,0.0,0.0,83199.0,369032.0,434763.0,0.0,0.0,84573.0,643383.0,14679.0,0.0,0.0,85251.0,249327.0,49005.0,0.0,0.0,82923.0,64.0,142370.0,0.0,0.0,84545.0,0.0,15773.0,0.0,0.0,12449.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
14684.0,834201.0,137042.0,10047.0,64473.0,37782.0,414586.0,147677.0,612757.0,161714.0,25182.0,0.0,354.0,0.0,0.0,0.0,169326.0,0.0,449680.0,657880.0,0.0,438.0,0.0,0.0,0.0,0.0,170465.0,0.0,449973.0,731341.0,0.0,0.0,0.0,62.0,0.0,0.0,172904.0,62.0,169888.0,1010476.0,0.0,168.0,0.0,0.0,0.0,0.0,169569.0,0.0,0.0,589034.0,1456.0,0.0,0.0,0.0,0.0,0.0,170624.0,0.0,0.0,0.0,449680.0,647078.0,332813.0,0.0,0.0,0.0,169207.0,0.0,0.0,0.0,146341.0,723463.0,0.0,0.0,0.0,0.0,172213.0,0.0,0.0,0.0,449680.0,613993.0,254322.0,0.0,0.0,0.0,163685.0,7812.0,0.0,0.0,377369.0,62.0,0.0,92.0,0.0,0.0,171960.0,0.0,0.0,0.0,565435.0,8134.0,0.0,0.0,0.0,0.0,170917.0,0.0,0.0,190832.0,546300.0,0.0,0.0,0.0,0.0,0.0,170183.0,0.0,0.0,547182.0,387379.0,0.0,0.0,0.0,0.0,0.0,170535.0,0.0,0.0,64096.0,922612.0,466193.0,0.0,0.0,0.0,0.0,174710.0,6424.0,0.0,0.0,381534.0,545324.0,0.0,0.0,0.0,0.0,169321.0,0.0,0.0,0.0,0.0,738133.0,249853.0,0.0,0.0,0.0,171989.0,0.0,0.0,0.0,0.0,306304.0,76504.0,0.0,0.0,0.0,170569.0,0.0,0.0,0.0,0.0,370336.0,467775.0,86191.0,0.0,0.0,170798.0,0.0,0.0,1722.0,1194.0,273014.0,748570.0,0.0,0.0,0.0,170700.0,634.0,0.0,0.0,0.0,0.0,625136.0,193931.0,0.0,0.0,170745.0,0.0,0.0,0.0,0.0,509719.0,77026.0,0.0,0.0,0.0,172049.0,0.0,0.0,0.0,0.0,612868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393527.0,0.0,0.0,89.0,0.0,1054.0,0.0,0.0,37.0,0.0
36572.0,181746.0,78439.0,330138.0,468726.0,387794.0,0.0,0.0,799.0,388.0,0.0,0.0,547.0,0.0,628.0,185286.0,539824.0,339587.0,289664.0,50010.0,25120.0,174000.0,185200.0,241261.0,0.0,0.0,0.0,0.0,0.0,348.0,100405.0,352428.0,269028.0,0.0,62.0,168.0,0.0,0.0,0.0,0.0,284032.0,670251.0,159570.0,0.0,0.0,62.0,124.0,0.0,0.0,0.0,187984.0,451887.0,740544.0,326810.0,0.0,168.0,0.0,0.0,0.0,0.0,228352.0,670421.0,580590.0,224699.0,0.0,0.0,0.0,0.0,0.0,0.0,207472.0,888843.0,608605.0,0.0,0.0,168.0,166.0,0.0,0.0,0.0,36256.0,817801.0,323008.0,525735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676820.0,903536.0,127442.0,0.0,0.0,0.0,0.0,0.0,0.0,4240.0,691453.0,659999.0,314599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550712.0,672592.0,475997.0,0.0,0.0,0.0,0.0,0.0,0.0,36256.0,481221.0,871584.0,284032.0,75754.0,0.0,0.0,0.0,0.0,0.0,47392.0,121867.0,671112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44725.0,196758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75232.0,48433.0,0.0,0.0,0.0,0.0,0.0,99.0,3505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
750385.0,645888.0,742704.0,406280.0,2061.0,300733.0,868126.0,688851.0,636148.0,263261.0,68548.0,383093.0,9533.0,0.0,0.0,0.0,0.0,0.0,628.0,214.0,274.0,0.0,0.0,0.0,0.0,224.0,2547.0,0.0,0.0,0.0,515.0,0.0,714.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389678.0,544535.0,5940.0,630.0,0.0,192276.0,516646.0,0.0,0.0,0.0,0.0,354.0,62.0,0.0,0.0,382880.0,172146.0,0.0,189.0,303.0,168.0,0.0,0.0,0.0,298069.0,41683.0,163928.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,270111.0,159742.0,163068.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,471785.0,118583.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,122709.0,356204.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,549777.0,74625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493438.0,106787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144832.0,498889.0,3435.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,139271.0,439064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166876.0,237471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170279.0,347981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170888.0,154576.0,238028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170943.0,268720.0,5755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170849.0,0.0,320805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170508.0,356024.0,104779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172281.0,44608.0,213057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161654.0,7716.0,177796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170625.0,0.0,206133.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,171868.0,46.0,0.0
5586.0,18213.0,583381.0,274925.0,110053.0,9673.0,0.0,169255.0,11199.0,239917.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,170472.0,0.0,196335.0,156030.0,697.0,168.0,0.0,0.0,0.0,0.0,172616.0,0.0,0.0,320105.0,0.0,0.0,0.0,62.0,62.0,0.0,173759.0,0.0,0.0,261877.0,196227.0,234.0,0.0,0.0,0.0,0.0,169183.0,0.0,0.0,197728.0,293137.0,0.0,0.0,0.0,0.0,0.0,170727.0,0.0,0.0,276326.0,697.0,168.0,0.0,0.0,0.0,0.0,171817.0,0.0,0.0,212370.0,0.0,0.0,0.0,0.0,0.0,0.0,173809.0,13730.0,0.0,292825.0,763.0,0.0,0.0,0.0,89.0,0.0,173507.0,0.0,0.0,0.0,285173.0,62.0,0.0,0.0,0.0,0.0,170667.0,0.0,0.0,0.0,241062.0,396279.0,66.0,0.0,0.0,0.0,169476.0,0.0,0.0,48933.0,635099.0,0.0,0.0,0.0,0.0,0.0,170757.0,0.0,0.0,0.0,318203.0,291588.0,0.0,0.0,0.0,0.0,170571.0,654.0,0.0,0.0,644278.0,0.0,0.0,0.0,0.0,0.0,173509.0,0.0,2264.0,0.0,674555.0,103632.0,0.0,0.0,0.0,0.0,170627.0,0.0,0.0,142165.0,228314.0,0.0,0.0,0.0,0.0,0.0,170917.0,0.0,0.0,0.0,91936.0,490328.0,66.0,0.0,0.0,0.0,170685.0,0.0,62.0,0.0,139264.0,460065.0,50176.0,0.0,0.0,0.0,170531.0,654.0,0.0,108704.0,696829.0,0.0,0.0,0.0,0.0,0.0,172093.0,0.0,0.0,598688.0,508947.0,0.0,0.0,0.0,0.0,0.0,169069.0,0.0,0.0,453733.0,697.0,0.0,0.0,0.0,0.0,0.0,172190.0,0.0,149864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,171612.0,66.0,0.0,0.0,0.0,892454.0,170293.0,9282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
13920.0,6960.0,18096.0,1392.0,0.0,5568.0,36324.0,0.0,8352.0,34000.0,34557.0,14855.0,13903.0,2784.0,21244.0,210158.0,143497.0,50112.0,170242.0,367638.0,380449.0,387127.0,0.0,87696.0,22272.0,130848.0,61248.0,0.0,4176.0,54352.0,82193.0,115660.0,40365.0,54288.0,227891.0,112979.0,328576.0,107847.0,0.0,0.0,0.0,497016.0,747568.0,203542.0,0.0,0.0,0.0,0.0,126.0,124.0,0.0,36256.0,16704.0,0.0,12528.0,8352.0,4176.0,14101.0,272.0,38924.0,96248.0,326495.0,325792.0,256128.0,127639.0,0.0,0.0,0.0,72.0,6715.0,330085.0,564848.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,7331.0,704047.0,221328.0,176681.0,0.0,0.0,0.0,0.0,0.0,0.0,647461.0,430594.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,59920.0,448224.0,479921.0,167106.0,24632.0,0.0,0.0,0.0,0.0,0.0,91935.0,366160.0,430191.0,320353.0,0.0,0.0,0.0,0.0,0.0,0.0,171892.0,54288.0,254583.0,632096.0,140066.0,0.0,0.0,0.0,0.0,0.0,226959.0,458694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448352.0,581920.0,150336.0,222912.0,107620.0,0.0,0.0,716.0,2263.0,57671.0,1015633.0,492025.0,192497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259167.0,453352.0,339648.0,147552.0,58464.0,54288.0,69664.0,97568.0,62245.0,0.0,24259.0,240715.0,718398.0,521132.0,0.0,0.0,0.0,0.0,0.0,0.0,59743.0,1392.0,545798.0,421372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,5844.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
